SOURCE_DATASET,ID_1,ID_2,NORMALIZED_1,NORMALIZED_2,TITLE_1,TITLE_2,AUTHOR_1,AUTHOR_2,BEGIN_PUBLICATION_DATE_1,BEGIN_PUBLICATION_DATE_2,SIMILARITY_SCORE
McGill-Queens_Results_Oct20,6458,6459,parttimestudiesfallwinter199192--uuuu,parttimestudiesfallwinter199293--uuuu,"Part-time studies, Fall-Winter, 1991-92.","Part-time studies, Fall-Winter, 1992-93.",,,uuuu,uuuu,94.5945945945946
McGill-Queens_Results_Oct20,1165,1166,canadianfederalroyalcommissionsofinteresttobusinesslibraries19551970byjudit-syma-1972,canadianfederalroyalcommissionsofinteresttobusinesslibraries19551970withana-syma-1972,"Canadian Federal Royal Commissions of interest to business libraries 1955-1970, by Judith Symansky.",Canadian federal Royal Commissions of interest to business libraries 1955-1970,"Symansky, Judith.","Symansky, Judith.",1972,1972,94.11764705882352
McGill-Queens_Results_Oct20,3843,3844,handbookoffederalcountries--2002,handbookoffederalcountries2002--2002,Handbook of federal countries.,"Handbook of federal countries, 2002 /",,,2002,2002,94.11764705882352
McGill-Queens_Results_Oct20,6923,6924,principlesintheadministrationofsocialagencies-weis-1956,principlesintheadministrationofsocialagenciesamanual-weis-1956,Principles in the administration of social agencies.,Principles in the administration of social agencies :,"Weiss, David.","Weiss, David.",1956,1956,94.01709401709401
McGill-Queens_Results_Oct20,3581,3582,generalannouncement19901991--uuuu,generalannouncement19911992--uuuu,"General announcement, 1990-1991.","General announcement, 1991-1992.",,,uuuu,uuuu,93.93939393939394
McGill-Queens_Results_Oct20,3581,3583,generalannouncement19901991--uuuu,generalannouncement19921993--uuuu,"General announcement, 1990-1991.","General announcement, 1992-1993.",,,uuuu,uuuu,93.93939393939394
McGill-Queens_Results_Oct20,3582,3583,generalannouncement19911992--uuuu,generalannouncement19921993--uuuu,"General announcement, 1991-1992.","General announcement, 1992-1993.",,,uuuu,uuuu,93.93939393939394
McGill-Queens_Results_Oct20,769,770,biophysicalsurveyofcoastalenvironmentsinthevicinityofnainlabrador-gilb-1982,biophysicalsurveyofcoastalenvironmentsinthevicinityofnainlabradorfinalrepor-gilb-1982,"A Biophysical survey of coastal environments in the vicinity of Nain, Labrador /","A biophysical survey of coastal environments in the vicinity of Nain, Labrador :","Gilbert, R.","Gilbert, R.",1982,1982,93.75
McGill-Queens_Results_Oct20,756,758,biographyofaninstitutionthecivilservicecommissionofcanada19081967--1972,biographyofaninstitutionthecivilservicecommissionofcanada19081967parjehodge--1972,The biography of an institution :,The biography of an institution:,,,1972,1972,93.42105263157895
McGill-Queens_Results_Oct20,973,976,calendar199394--1993,calendar199394law--1993,"Calendar, 1993-94.","[Calendar] 1993-94, Law.",,,1993,1993,93.02325581395348
McGill-Queens_Results_Oct20,3809,3810,guidedespaysfederes--2002,guidedespaysfederes2002--2002,Guide des pays fédérés.,"Guide des pays fédérés, 2002 /",,,2002,2002,92.5925925925926
McGill-Queens_Results_Oct20,7875,7876,selectionoflecturespresentedattheseminarinarcticandstratosphericmeteorology--1961,selectionoflecturespresentedtothethirdseminarinarcticandstratosphericmeteor--1961,"A selection of lectures presented at the Seminar in Arctic and stratospheric meteorology, July 27, 1959 at Stanstead College, McGill University, Arctic Meteorology Research Group /","A selection of lectures presented to the third seminar in arctic and stratospheric meteorology, July 27 to August 7, 1959, at Stanstead College, Stanstead, Quebec Province, Canada.",,,1961,1961,92.5925925925926
McGill-Queens_Results_Oct20,2702,3929,educationandcompetitiveness-west-1993,highereducationandcompetitiveness-west-1993,Education and competitiveness /,Higher education and competitiveness /,"West, E. G.","West, E. G.",1993,1993,92.5
McGill-Queens_Results_Oct20,2433,2436,discriminationandthelawcoursematerials-shep-1994,discriminationandthelawcoursematerialsfall1994-shep-1994,Discrimination and the law :,Discrimination and the law :,"Sheppard, Colleen.","Sheppard, Colleen.",1994,1994,92.3076923076923
McGill-Queens_Results_Oct20,1924,2346,constitutionaloriginsstructureandchangeinfederalcountries--2005,dialoguesonconstitutionaloriginsstructureandchangeinfederalcountries--2005,"Constitutional origins, structure, and change in federal countries /","Dialogues on constitutional origins, structure, and change in federal countries /",,,2005,2005,91.97080291970804
McGill-Queens_Results_Oct20,944,946,businessassociations-gaud-1997,businessassociations494365-gaud-1997,Business associations.,Business associations :,"Gaudreault-DesBiens, Jean-Franc?ois,","Gaudreault-DesBiens, Jean-Franc?ois,",1997,1997,90.9090909090909
McGill-Queens_Results_Oct20,966,969,calendar19901991--uuuu,calendar19911992--uuuu,"[Calendar], 1990-1991.",[Calendar] 1991-1992.,,,uuuu,uuuu,90.9090909090909
McGill-Queens_Results_Oct20,966,971,calendar19901991--uuuu,calendar19921993--uuuu,"[Calendar], 1990-1991.",[Calendar] 1992-1993.,,,uuuu,uuuu,90.9090909090909
McGill-Queens_Results_Oct20,969,971,calendar19911992--uuuu,calendar19921993--uuuu,[Calendar] 1991-1992.,[Calendar] 1992-1993.,,,uuuu,uuuu,90.9090909090909
McGill-Queens_Results_Oct20,966,970,calendar19901991--uuuu,calendar199192--uuuu,"[Calendar], 1990-1991.","Calendar, 1991-92.",,,uuuu,uuuu,90.47619047619048
McGill-Queens_Results_Oct20,970,971,calendar199192--uuuu,calendar19921993--uuuu,"Calendar, 1991-92.",[Calendar] 1992-1993.,,,uuuu,uuuu,90.47619047619048
McGill-Queens_Results_Oct20,3796,7269,guaranaforlargeensemble-holl-2016,ramforlargeensemble-holl-2016,Guarana :,R.A.M. :,"Hollenbeck, John,","Hollenbeck, John,",2016,2016,90.32258064516128
McGill-Queens_Results_Oct20,1383,1384,centuryofteachereducation18571957addressesdeliveredduringthecelebrationofth--1957,centuryofteachereducationaddressesdeliveredduringthecelebrationofthecentena--1957,"A century of teacher education, 1857-1957",A Century of teacher education :,,,1957,1957,90.12345679012346
McGill-Queens_Results_Oct20,8690,8691,temperatureandwindfrequencytablesfornorthamericaandgreenlandvol1januaryjune--1960,temperatureandwindfrequencytablesfornorthamericaandgreenlandvol2julydecembe--1960,Temperature and wind frequency tables for North America and Greenland :,Temperature and wind frequency tables for North America and Greenland :,,,1960,1960,90.12345679012346
McGill-Queens_Results_Oct20,963,965,calendar198889--uuuu,calendar198990--uuuu,"Calendar, 1988-89.",[Calendar] [1989-90].,,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,965,968,calendar198990--uuuu,calendar199091--uuuu,[Calendar] [1989-90].,"Calendar, 1990-91.",,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,965,970,calendar198990--uuuu,calendar199192--uuuu,[Calendar] [1989-90].,"Calendar, 1991-92.",,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,965,972,calendar198990--uuuu,calendar199293--uuuu,[Calendar] [1989-90].,"Calendar, 1992-93.",,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,968,970,calendar199091--uuuu,calendar199192--uuuu,"Calendar, 1990-91.","Calendar, 1991-92.",,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,968,972,calendar199091--uuuu,calendar199293--uuuu,"Calendar, 1990-91.","Calendar, 1992-93.",,,uuuu,uuuu,90.0
McGill-Queens_Results_Oct20,970,972,calendar199192--uuuu,calendar199293--uuuu,"Calendar, 1991-92.","Calendar, 1992-93.",,,uuuu,uuuu,90.0
Nunavut_Results_Oct24,110,111,nunattinniaullakataqattarniqannaumanasungnirlu-kapp-2001,nunattinniaullakatarkattarniqannaumanasungnirlu-kapp-2001,Nunattinni aullakataqattarniq annaumanasungnirlu,Nunattinni aullakatarkattarniq annaumanasungnirlu /,"Kappianaq, George Agiaq.","Kappianaq, George Agiaq,",2001,2001,97.34513274336283
Nunavut_Results_Oct24,80,82,inuktitut110-kubl-1996,inuktitut115-kubl-1996,Inuktitut 110 /,Inuktitut 115 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,95.45454545454545
Nunavut_Results_Oct24,80,83,inuktitut110-kubl-1996,inuktitut120-kubl-1996,Inuktitut 110 /,Inuktitut 120 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,95.45454545454545
Nunavut_Results_Oct24,80,86,inuktitut110-kubl-1996,inuktitut130-kubl-1996,Inuktitut 110 /,Inuktitut 130 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,95.45454545454545
Nunavut_Results_Oct24,83,86,inuktitut120-kubl-1996,inuktitut130-kubl-1996,Inuktitut 120 /,Inuktitut 130 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,95.45454545454545
Nunavut_Results_Oct24,82,83,inuktitut115-kubl-1996,inuktitut120-kubl-1996,Inuktitut 115 /,Inuktitut 120 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,90.9090909090909
Nunavut_Results_Oct24,82,86,inuktitut115-kubl-1996,inuktitut130-kubl-1996,Inuktitut 115 /,Inuktitut 130 /,"Kublu, Alexina.","Kublu, Alexina.",1996,1996,90.9090909090909
PIMS_Results_Oct23,1183,1184,registerofrichardcliffordbishopofworcester14011407acalendar-smit-1976,registerofrichardcliffordbishopofworcesterl4011407acalendar-smit-1976,"The register of Richard Clifford, Bishop of Worcester, 1401-1407 :","The Register of Richard Clifford, Bishop of Worcester, l401-1407 :","Smith, Waldo Edward Lovel,","Smith, Waldo Edward Lovel,",1976,1976,98.55072463768117
PIMS_Results_Oct23,1047,1046,onthesupremegoodontheeternityoftheworldondreams-boec-1987,onthesupremegoodontheeternityoftheworldondream-boet-1987,On the supreme good,"On the supreme good, On the eternity of the world, On dream /","Boe?ce de Dacie,","Boetius de Dacia,",1987,1987,97.34513274336283
PIMS_Results_Oct23,316,317,convocationofthepontificalinstituteofmediaevalstudiesfortheconferringofdegr--19uu,convocationofthepontificalinstituteofmediaevalstudiesfortheconferringofthel--19uu,Convocation of the Pontifical Institute of Mediaeval Studies for the Conferring of Degrees.,Convocation of the Pontifical Institute of Mediaeval Studies for the Conferring of the Licentiate in Mediaeval Studies.,,,19uu,19uu,96.2962962962963
PIMS_Results_Oct23,523,522,fountainofphilosophyatranslationofthetwelfthcenturyfonsphilosophiaeofgodfre-gode-1972,fountainofphilosophyatranslationofthetwelfthcenturyfonsphilosophiae-gode-1972,The fountain of philosophy:,The Fountain of philosophy :,"Godefroy,","Godefridus,",1972,1972,95.06172839506173
PIMS_Results_Oct23,1557,1558,willinmedievalenglandfromtheconversionoftheanglosaxonstotheendofthethirteen-shee-1963,willinmedievalenglandfromtheconversionoftheanglosaxontotheendofthe13thcentu-shee-1963,"The will in medieval England, from the conversion of the Anglo-Saxons to the end of the thirteenth century /",The will in medieval England :,"Sheehan, Michael M.","Sheehan, Michael M.",1963,1963,94.11764705882352
PIMS_Results_Oct23,292,293,collectioninseventyfourtitlesacanonlawmanualofthegregorianreform--1980,collectioninseventyfourtitlesacanonlawmanualofthegregorianreformtranslateda--1980,The collection in seventy-four titles :,The Collection in seventy-four titles :,,,1980,1980,92.71523178807946
PIMS_Results_Oct23,1386,1387,syllabus19901991--uuuu,syllabus19921993--uuuu,"Syllabus, 1990-1991.","Syllabus, 1992-1993.",,,uuuu,uuuu,90.9090909090909
Regina_Results_Oct24,161,162,calendareveningcreditclasseswinter1991--uuuu,calendareveningcreditclasseswinter1992--uuuu,"[Calendar] Evening credit classes, winter 1991.","[Calendar] Evening credit classes, winter 1992.",,,uuuu,uuuu,97.72727272727273
Regina_Results_Oct24,742,743,planningandevaluationinthepersonalservicesacollectivereview-rich-1977,planningandevaluationinthepersonalsocialservicesacollectivereview-rich-1977,Planning and evaluation in the personal services; a collective review.,Planning and evaluation in the personal social services :,"Riches, Graham.","Riches, Graham.",1977,1977,95.83333333333334
Regina_Results_Oct24,772,773,proceedingsofthefirstnationalrailpassengerconferencereginasaskatchewancanad--1977,proceedingsofthefirstnationalrailpassengerconferencereginasaskatchewanoctob--1977,"Proceedings of the first National Rail Passenger Conference, Regina, Saskatchewan, Canada, October 29-31, 1976 :","Proceedings of the first National Rail Passenger Conference, Regina, Saskatchewan, October 29-31, 1976 /",,,1977,1977,95.06172839506173
Regina_Results_Oct24,531,532,jackicowin-cowi-1975,jacklcowin-cowi-1975,Jack I. Cowin.,Jack L. Cowin.,"Cowin, Jack I.,","Cowin, Jack L.,",1975,1975,95.0
Regina_Results_Oct24,821,822,regina25years1953to1978anexhibitioninhonorofreginas75thanniversaryapril29to--1978,regina25years1953to1978anexhibitioninhonourofreginas75thanniversary--1978,"Regina 25 years, 1953 to 1978 :","Regina 25 years, 1953 to 1978 :",,,1978,1978,93.5064935064935
Toronto_Results_Oct19,13367,13368,workingforwildlifethebeginningofpreservationincanada-fost-2013,workingforwildlifethebeginnningofpreservationincanada-fost-2013,Working for wildlife : the beginning of preservation in Canada. :,Working for wildlife : the beginnning of preservation in Canada :  /,"Foster, Janet Green, 1940-","Foster, Janet Green, 1940-",2013,2013,99.2
Toronto_Results_Oct19,537,539,arthurpapersbeingthecanadianpapersmainlyconfidentialprivateanddemiofficiali-arth-1957,arthurpapersbeingthecanadianpapersmainlyconfidentialprivateanddemiofficialo-arth-1957,The Arthur papers :,The Arthur papers :,"Arthur, George,","Arthur, George,",1957,1957,98.82352941176471
Toronto_Results_Oct19,720,721,awakethecourteousechothethemesandporsodyofcomuslycidasandparadiseregainedin-kirk-1973,awakethecourteousechothethemesandprosodyofcomuslycidasandparadiseregainedin-kirk-1973,Awake the courteous echo :,"Awake the courteous echo; the themes and prosody of Comus, Lycidas, and Paradise regained in world literature with translations of the major analogues.","Kirkconnell, Watson,","Kirkconnell, Watson,",1973,1973,98.82352941176471
Toronto_Results_Oct19,2428,2429,comicartoflaurencesterneconventionandinnovationintristramshandyandasentimen-sted-1967,comicartoflaurencesterneconventionandinnovationintristramshandyandsentiment-sted-1967,The comic art of Laurence Sterne:,The comic art of Laurence Sterne :,"Stedmond, John M.","Stedmond, John Mitchell,",1967,1967,98.82352941176471
Toronto_Results_Oct19,4326,4327,facultyretirementsystemsincanadianuniversitiesareportofassociationofunivers-ingr-1966,facultyretirementsystemsincanadianuniversitiesareporttoassociationofunivers-ingr-1966,Faculty retirement systems in Canadian universities,Faculty retirement systems in Canadian universities,"Ingraham, Mark Hoyt,","Ingraham, Mark Hoyt,",1966,1966,98.82352941176471
Toronto_Results_Oct19,5842,6646,ilachansonfrancaiseatraverslessieclesrevuehistoriquedesesauteursetdeleursin-mori-1939,lachansonfrancaiseatraverslessieclesrevuehistoriquedesesauteursetdeleursint-mori-1939,I. La chanson francaise a travers les siecles; revue historique de ses auteurs et de leurs interpretes.  II.,La chanson française à travers les siècles :,"Morin, Victor,","Morin, Victor,",1939,1939,98.82352941176471
Toronto_Results_Oct19,6881,6882,leromanderenartdanslalitteraturefrancaiseetdansleslitteraturesetrangeresaum-flin-1963,leromanderenartdanslalitteraturesfrancaiseetdansleslitteraturesetrangeresau-flin-1963,Le roman de Renart dans la littérature française et dans les littératures étrangères au Moyen age.,Le Roman de Renart dans la littératures française et dans les littératures étrangères au Moyen Age.--,"Flinn, John.","Flinn, John.",1963,1963,98.82352941176471
Toronto_Results_Oct19,9602,9614,practicalanatomyoftherabbitanelementarylaboratorytextbookinmammaliananatomy-bens-1918,practicalanatomyoftherabbitanelementarylaboratorytextbookonmammaliananatomy-bens-1918,Practical anatomy of the rabbit :,Practical anatomy of the rabbit :,"Bensley, B. A.","Bensley, B. A.",1918,1918,98.82352941176471
Toronto_Results_Oct19,11358,11359,socialclassandthetreatmentofalcoholismaninvestigationofsocialclassasadeterm-schm-1968,socialclassandthetreatmentofalcoholsimaninvestigationofsocialclassasadeterm-schm-1968,Social class and the treatment of alcoholism,Social class and the treatment of alcoholsim,"Schmidt, Wolfgang,","Schmidt, Wolfgang,",1968,1968,98.82352941176471
Toronto_Results_Oct19,1430,1431,canadaandthebritisharmy18461867astudyinthepracticeofresponsiblegovernment-stac-1963,canadaandthebritisharmy18461871astudyinthepracticeofresponsiblegovernment-stac-1963,"Canada and the British army, 1846-1867 :","Canada and the British army, 1846-1871 :","Stacey, C. P.","Stacey, C. P.",1963,1963,98.79518072289156
Toronto_Results_Oct19,3012,3013,czechrenascenceofthenineteenthcenturyessayspresentedtootakarodliozilikinhon--1970,czechrenascenceofthenineteenthcenturyessayspresentedtootakarodlozilikinhono--1970,The Czech renascence of the nineteenth century,"The Czech renascence of the nineteenth, century",,,1970,1970,98.76543209876543
Toronto_Results_Oct19,11848,11849,studiesintheeighteenthcenturypaperspresentedatthedavidnicholsmithmemorialse--1968,studiesintheeighteenthcenturypaperspresentedatthedavidnicolsmithmemorialsem--1968,Studies in the eighteenth century :,Studies in the eighteenth century :,,,1968,1968,98.76543209876543
Toronto_Results_Oct19,3150,3152,demandforcanadianimport192655-kemp-1962,demandforcanadianimports192655-kemp-1962,"The demand for Canadian import, 1926-55.","The demand for Canadian imports, 1926-55.","Kemp, Murray C.","Kemp, Murray C.",1962,1962,98.73417721518987
Toronto_Results_Oct19,1739,1740,canadianmmunicipalgovernment-craw-1954,canadianmunicipalgovernment-craw-1954,Canadian mmunicipal government. -,Canadian municipal government /,"Crawford, Kenneth Grant.","Crawford, Kenneth Grant.",1954,1954,98.66666666666667
Toronto_Results_Oct19,12748,12750,universityoftorontorollofservicesupplementaugust1917october1918--1918,universityoftorontorollofservicesupplementaugust1917octoberl918--1918,University of Toronto roll of service,University of Toronto roll of service. Supplement. August 1917-October l918.,,,1918,1918,98.55072463768117
Toronto_Results_Oct19,10442,10444,representativepoetryselectedandannotatedfortheuseintheuniversityoftoronto--1938,representativepoetryselectedandannotatedforuseintheuniversityoftoronto--1938,Representative poetry :,"Representative poetry, selected and annotated for use in the University of Toronto.",,,1938,1938,98.06451612903226
Toronto_Results_Oct19,1565,1568,canadiananticombinesadministration19521960-rose-1963,canadiananticombinesadministration195260-rose-1963,"Canadian anti-combines administration, 1952-1960 /",Canadian anti-combines administration 1952-60 /,"Rosenbluth, Gideon.","Rosenbluth, Gideon,",1963,1963,98.0392156862745
Toronto_Results_Oct19,6835,6836,lecturenoteforfirstpaperpartiexamination2ndlieutenanttolieutenantnpam--1940,lecturenotesforfirstpaperpart1examination2ndlieutenanttolieutenantnpam--1940,"Lecture note for first paper, part I examination, 2nd lieutenant to lieutenant N.P.A.M. /","Lecture notes for first paper, part 1 examination :",,,1940,1940,98.01324503311258
Toronto_Results_Oct19,1064,1065,bibliographyofworksofjohnstuartmill-lain-1982,bibliographyofworksonjohnstuartmill-lain-1982,Bibliography of works of John Stuart Mill /,Bibliography of works on John Stuart Mill /,"Laine, Michael,","Laine, Michael.",1982,1982,97.77777777777777
Toronto_Results_Oct19,729,730,babylonianhistoricalliteracytexts-gray-1975,babylonianhistoricalliterarytexts-gray-1975,Babylonian historical-literacy texts /,Babylonian historical-literary texts /,"Grayson, Albert Kirk,","Grayson, Albert Kirk.",1975,1975,97.67441860465115
Toronto_Results_Oct19,5243,5244,greektemplebuildersatepidaurosasocialandeconomicstudyofbuildingintheasklepi-burf-1969,greektemplebuildersatepidaurosasocialandeconomicstudyofbuildingsinthesdklep-burf-1969,The Greek temple builders at Epidauros :,The Greek temple builders at Epidauros :,"Burford, Alison.","Burford, Alison",1969,1969,97.6470588235294
Toronto_Results_Oct19,5055,5056,globalcorporationahistoryoftheinternationaldevelopmentofmasseyfergusonlimit-neuf-1969,globalcorporationahistoryoftheinternationaldevelopmentofmasseyfergusonltd-neuf-1969,A global corporation :,A global corporation : a history of the international development of Massey-Ferguson Ltd. --,"Neufeld, E. P.","Neufeld, E. P.",1969,1969,97.61904761904762
Toronto_Results_Oct19,3151,3152,demandforcanadianimports19261955-kemp-1962,demandforcanadianimports192655-kemp-1962,"The demand for Canadian imports, 1926-1955.","The demand for Canadian imports, 1926-55.","Kemp, Murray C.","Kemp, Murray C.",1962,1962,97.5609756097561
Toronto_Results_Oct19,10804,10805,safaiticinscriptionsfromjordan-winn-1957,safaiticinscriptionsfromjordon-winn-1957,Safaitic inscriptions from Jordan /,Safaitic inscriptions from Jordon.,"Winnett, Frederick Victor,","Winnett, F. V.",1957,1957,97.5
Toronto_Results_Oct19,3560,3561,dutyandhypocrisyinhegelsphenomenologyofmindanessayintherealandtheideal-robi-1977,dutyandphypocrisyinhegelsphenomenologyofmindanessayintherealandideal-robi-1977,Duty and hypocrisy in Hegel's Phenomenology of Mind :,Duty and phypocrisy in Hegel's Phenomenology of mind :,"Robinson, Jonathan,","Robinson, Jonathan,",1977,1977,97.46835443037975
Toronto_Results_Oct19,9068,9069,patternsofsocialfunctioninginfamilieswithmaritalandparentchildproblems-davi-1967,patternsofsocialfunctioninginfamilieswithmaritalandparentchildproblemswithi-davi-1967,Patterns of social functioning in families with marital and parent-child problems /,Patterns of social functioning in families with marital and parent-child problems.,"David, Gerson.","David, Gerson",1967,1967,96.96969696969697
Toronto_Results_Oct19,13055,13056,waterresourcesofcanadasymposiapresentedtotheroyalsocietyofcanadain1966--1967,waterresourcesofcanadasymposiapresentedtotheroyalsocietyofcanadain1966resou--1967,Water resources of Canada :,Water resources of Canada,,,1967,1967,96.81528662420382
Toronto_Results_Oct19,1059,1060,bibliographyoftheworksofsirwinstonchurchillkgcmchmp-wood-1963,bibliographyoftheworksofsirwinstonchurchillkgomch-wood-1963,"A Bibliography of the works of Sir Winston Churchill, KG, CM, CH, MP. /",A bibliography of the works of Sir Winston Churchill :,"Woods, Fred,","Woods, Frederick.",1963,1963,96.66666666666667
Toronto_Results_Oct19,2039,2040,ceramicsforthepotter-home-1952,cermaicsforthepotter-home-1952,Ceramics for the potter /,Cermaics for the potter.,"Home, Ruth M.","Home, Ruth M.",1952,1952,96.66666666666667
Toronto_Results_Oct19,4063,4064,erasmusonlanguageandmethodintheology-boyl-1977,erasmusonlanguagemethodintheology-boyl-1977,Erasmus on language and method in theology /,Erasmus on language method in theology /,"Boyle, Marjorie O'Rourke,","Boyle, Marjorie O'Rourke,",1977,1977,96.62921348314607
Toronto_Results_Oct19,513,514,armyworkbookguidanceinqualificationofofficersandotherranksforpromotioninfan-tolt-1941,armyworkbookguidanceinqualificationsofofficersandotherranksforpromotion-tolt-1941,Army work book,Army work book :,"Tolton, B. E.","Tolton, B. E.",1941,1941,96.3855421686747
Toronto_Results_Oct19,1562,1564,canadianannualreviewofpoliticsandpublicaffairs--2013,canadianannualreviewofpoliticsandpublicaffairs2006--2013,Canadian annual review of politics and public affairs :,Canadian annual review of politics and public affairs 2006,,,2013,2013,96.2962962962963
Toronto_Results_Oct19,3150,3151,demandforcanadianimport192655-kemp-1962,demandforcanadianimports19261955-kemp-1962,"The demand for Canadian import, 1926-55.","The demand for Canadian imports, 1926-1955.","Kemp, Murray C.","Kemp, Murray C.",1962,1962,96.2962962962963
Toronto_Results_Oct19,9804,9805,proceedingsofthexinternationalcongressofgeneticsaug20271958mcgilluniversity--1958,proceedingsofthexinternationalcongressofgeneticsaugust20271958mcgillunivers--1958,Proceedings of the X International Congress of Genetics :,Proceedings of the X International Congress of Genetics :,,,1958,1958,96.2962962962963
Toronto_Results_Oct19,711,715,auxsourcesdupresentetudespresenteesalasectionidelasocieteroyaleducanada--1960,auxsourcesdupresentetudespresentesalasectionidelasocieteroyaleducanadathero--1960,Aux sources du présent :,Aux sources du présent :,,,1960,1960,96.20253164556962
Toronto_Results_Oct19,1616,1624,canadiandualismstudiesoffrenchenglishrelations--1960,canadiandualismstudyoffrenchenglishrelations--1960,Canadian dualism :,Canadian dualism :,,,1960,1960,96.07843137254902
Toronto_Results_Oct19,5579,5580,historyofagriculturaleducationinontario-madi-1937,historyofagriculturaleducationofontario-madi-1937,History of agricultural education in Ontario.,History of agricultural education of Ontario /,"Madill,","Madill, Alonzo James,",1937,1937,95.91836734693877
Toronto_Results_Oct19,4009,4011,enquiryconcerningpoliticaljusticeanditsinfluenceonmoralsandhappiness-godw-1946,enquiryconcerningpoliticaljusticeanditsinfluenceonmoralsandhappinessphotogr-godw-1946,Enquiry concerning political justice and its influence on morals and happiness.,Enquiry concerning political justice and its influence on morals and happiness.,"Godwin, William,","Godwin, William,",1946,1946,95.70552147239265
Toronto_Results_Oct19,2331,2332,coldironandladygodivaengineeringeducationattoronto19201927-harr-1973,coldironandladygodivaengineeringeducationattoronto19201972--1973,Cold iron and Lady Godiva :,Cold iron and Lady Godiva: engineering education at Toronto 1920-1972 /,"Harris, Robin S. (Robin Sutton),",,1973,1973,95.45454545454545
Toronto_Results_Oct19,12835,12839,valleyofthelowerthames16401850-hami-1951,valleyofthelowerthames1649to1850-hami-1951,"The valley of the lower Thames, 1640-1850 /","The valley of the lower Thames, 1649 to 1850.","Hamil, Fred C.","Hamil, Frederick Coyne,",1951,1951,95.1219512195122
Toronto_Results_Oct19,10014,10015,quebecversusottawathestruggleforselfgovernment19601972-mori-1976,quebecversusottawathestruggleforselfgovernment196072--1976,Quebec versus Ottawa :,Quebec versus Ottawa :,"Morin, Claude,",,1976,1976,95.08196721311475
Toronto_Results_Oct19,3275,3276,devonianstromatoporoidsofnorthamerica-park-1936,devonianstromatoporoidsofnorthamericaparti-park-1936,Devonian stromatoporoids of North America.,Devonian stromatoporoids of North America.,"Parks, William A.","Parks, William A.",1936,1936,94.94949494949495
Toronto_Results_Oct19,7655,7656,metaphysicalanalysis-yolt-1967,metaphysicsanalysis-yolt-1967,Metaphysical analysis /,Metaphysics analysis /,"Yolton, John W.","Yolton, John W.,",1967,1967,94.91525423728814
Toronto_Results_Oct19,9775,9779,proceedingscanadianmathematicalcongress--1945,proceedingsofthecanadianmathematicalcongress--1945,Proceedings (Canadian Mathematical Congress),Proceedings of the ... Canadian Mathematical Congress.,,,1945,1945,94.73684210526316
Toronto_Results_Oct19,12747,12748,universityoftorontorollofservicesupplementaug1917oct1918--1918,universityoftorontorollofservicesupplementaugust1917october1918--1918,University of Toronto roll of service.,University of Toronto roll of service,,,1918,1918,94.65648854961832
Toronto_Results_Oct19,7352,7354,mandateofheavenrecordofacivilwarchina194549-melb-1968,mandateofheavenrecordofacivilwarchina194549photos-melb-1968,The mandate of heaven :,The mandate of heaven,"Melby, John F.","Melby, John F.",1968,1968,94.64285714285714
Toronto_Results_Oct19,12882,12888,vastdesignpatternsinwbyeatsaesthetic-enge-1964,vastdesignpatternsofwbyeatssaesthetic-enge-1964,The vast design :,The vast design; patterns of W.B. Yeats's aesthetic.,"Engelberg, Edward,","Engelberg, Edward,",1964,1964,94.6236559139785
Toronto_Results_Oct19,10471,10472,researchcompendiumpartiigraduateresearch19631973--1973,researchcompendiumptiigraduateresearch19631973-univ-1973,The research compendium: part II.,The research compendium :,,University of Toronto.  Faculty of Social Work.,1973,1973,94.54545454545455
Toronto_Results_Oct19,4578,4579,flemingscanadianlegislatures--1997,flemingscanadianlegislatures1997--1997,Fleming's Canadian legislatures.,"Fleming's Canadian legislatures, 1997 /",,,1997,1997,94.44444444444444
Toronto_Results_Oct19,7343,7344,manandhisdestinyinthegreatreligionsanhistoricalandcomparativestudy-bran-1962,manandhisdestinyinthegreatreligionsanhistoricalandcomparativestudycontainin-bran-1962,Man and his destiny in the great religions; an historical and comparative study.,Man and his destiny in the great religions,"Brandon, S. G. F.","Brandon, S. G. F.",1962,1962,94.40993788819875
Toronto_Results_Oct19,2627,2628,constitutionalismandnationalisminlowercanada--1969,constitutionalismandnationalisminlowercanadaessays--1969,Constitutionalism and nationalism in Lower Canada /,Constitutionalism and nationalism in Lower Canada :,,,1969,1969,94.33962264150944
Toronto_Results_Oct19,3709,3712,edgarallanpoesavieetsesoeuvres-baud-1973,edgarallanpoevieetsesouvrages-baud-1973,Edgar Allan Poe :,Edgar Allan Poe :,"Baudelaire, Charles,","Baudelaire, Charles,",1973,1973,93.67088607594937
